acronym_1;hourS;minS;hourE;minE;currentC;day;roomID;type_1;nameR
IAJ17;14;30;16;0;32;3;2448131365129;TEORICA;0 - 19
IAJ17;14;30;16;0;32;4;2448131365129;TEORICA;0 - 19
PRI25179;13;0;14;30;49;4;2448131365129;TEORICA;0 - 19
PRI25179;9;30;11;0;49;5;2448131365129;TEORICA;0 - 19
CEB5179;10;0;11;30;34;3;2448131365130;PROBLEMS;0 - 21
FP179;14;0;15;30;21;3;2448131365130;LABORATORIAL;0 - 21
FP179;9;0;10;30;23;2;2448131365130;PROBLEMS;0 - 21
FP179;12;0;13;30;23;3;2448131365130;PROBLEMS;0 - 21
FP179;8;30;10;0;25;4;2448131365130;PROBLEMS;0 - 21
FP179;12;30;14;0;25;6;2448131365130;PROBLEMS;0 - 21
SAD225179;11;0;12;30;0;4;2448131365130;LABORATORIAL;0 - 21
SAD225179;9;30;11;0;0;5;2448131365130;LABORATORIAL;0 - 21
SO7179;16;0;17;30;18;2;2448131365130;LABORATORIAL;0 - 21
CDI51179;17;30;19;0;41;2;2448131365131;PROBLEMS;0 - 23
CDI51179;14;30;16;0;41;3;2448131365131;PROBLEMS;0 - 23
CDI51179;17;30;19;0;30;4;2448131365131;PROBLEMS;0 - 23
CDI51179;17;30;19;0;34;5;2448131365131;PROBLEMS;0 - 23
EEQ5179;11;30;13;0;34;6;2448131365131;PROBLEMS;0 - 23
EMD;12;30;14;0;36;5;2448131365131;PROBLEMS;0 - 23
EMD;9;0;10;30;34;3;2448131365131;PROBLEMS;0 - 23
EO23179;13;0;14;0;25;6;2448131365131;PROBLEMS;0 - 23
ESer5179;11;0;12;30;14;5;2448131365131;TEORICA;0 - 23
ESer5179;14;0;15;30;14;6;2448131365131;TEORICA;0 - 23
GP5179;11;0;12;30;29;4;2448131365131;PROBLEMS;0 - 23
ICSE8179;10;0;11;30;25;2;2448131365131;PROBLEMS;0 - 23
SAD225179;9;30;11;0;40;4;2448131365131;TEORICA;0 - 23
SAD225179;8;0;9;30;40;5;2448131365131;TEORICA;0 - 23
ACED21179;17;30;19;0;48;4;2448131365132;PROBLEMS;0 - 25
ACED21179;17;30;19;0;48;4;2448131365132;PROBLEMS;0 - 25
CEB5179;8;30;10;0;39;3;2448131365132;TEORICA;0 - 25
CEB5179;8;30;10;0;39;6;2448131365132;TEORICA;0 - 25
CIO5179;16;30;18;0;35;2;2448131365132;PROBLEMS;0 - 25
FCont5179;8;30;10;0;40;5;2448131365132;PROBLEMS;0 - 25
FCont5179;11;30;13;0;40;3;2448131365132;TEORICA;0 - 25
FCont5179;10;0;11;30;40;5;2448131365132;TEORICA;0 - 25
IPMec5179;16;0;16;30;35;6;2448131365132;LABORATORIAL;0 - 25
Mar5179;14;0;15;30;27;3;2448131365132;PROBLEMS;0 - 25
PAnt9179;12;0;13;30;30;2;2448131365132;PROBLEMS;0 - 25
PSComp5179;11;30;13;0;34;4;2448131365132;TEORICA;0 - 25
PSComp5179;10;0;11;30;34;6;2448131365132;TEORICA;0 - 25
Qui14179;11;30;13;0;50;5;2448131365132;PROBLEMS;0 - 25
SElect;10;0;11;30;35;4;2448131365132;PROBLEMS;0 - 25
SElect;8;30;10;0;36;2;2448131365132;TEORICA;0 - 25
SElect;8;30;10;0;36;4;2448131365132;TEORICA;0 - 25
CGra8179;14;30;16;0;10;4;2448131365133;LABORATORIAL;0 - 27
CGra8179;14;0;15;30;9;2;2448131365133;LABORATORIAL;0 - 27
CGra8179;8;30;10;0;24;5;2448131365133;LABORATORIAL;0 - 27
FP179;10;30;12;0;25;5;2448131365133;PROBLEMS;0 - 27
SO7179;17;30;19;0;17;5;2448131365133;LABORATORIAL;0 - 27
SO7179;14;0;15;30;13;6;2448131365133;LABORATORIAL;0 - 27
Con5179;15;0;16;30;106;2;2448131365134;TEORICA;A3
DAD9;16;30;18;0;39;2;2448131365134;TEORICA;A3
EO23179;16;0;17;30;108;4;2448131365134;TEORICA;A3
EO23179;15;30;17;0;108;6;2448131365134;TEORICA;A3
Ges11179;16;0;17;0;104;5;2448131365134;TEORICA;A3
GFin5179;10;0;11;30;96;3;2448131365134;TEORICA;A3
GFin5179;10;0;11;30;96;5;2448131365134;TEORICA;A3
GIA9;8;30;10;0;104;3;2448131365134;TEORICA;A3
GIA9;8;30;10;0;104;5;2448131365134;TEORICA;A3
ICSE8179;11;30;13;0;80;2;2448131365134;TEORICA;A3
ICSE8179;11;30;13;0;80;6;2448131365134;TEORICA;A3
IGes5179;9;30;11;30;89;4;2448131365134;TEORICA;A3
Mar5179;11;30;13;0;84;3;2448131365134;TEORICA;A3
Mar5179;11;30;13;0;84;5;2448131365134;TEORICA;A3
MC9179;16;0;17;30;94;3;2448131365134;TEORICA;A3
MC9179;13;0;14;30;58;3;2448131365134;TEORICA;A3
PAnt9179;10;0;11;30;91;2;2448131365134;TEORICA;A3
PO17179;14;30;16;0;66;5;2448131365134;TEORICA;A3
PP-1-2;17;0;19;0;11;5;2448131365134;SEMINARY;A3
Qui14179;14;30;16;0;67;3;2448131365134;PROBLEMS;A3
BD8179;11;30;13;0;112;3;2448131365135;TEORICA;A4
BD8179;10;0;11;30;112;6;2448131365135;TEORICA;A4
CGra8179;10;0;11;30;101;3;2448131365135;TEORICA;A4
CGra8179;11;30;13;0;101;5;2448131365135;TEORICA;A4
CIO5179;13;30;15;0;104;3;2448131365135;TEORICA;A4
Con5179;17;0;18;30;106;3;2448131365135;TEORICA;A4
ETPN9;17;0;18;30;52;4;2448131365135;TEORICA;A4
GCA5179;15;0;16;30;135;3;2448131365135;TEORICA;A4
GCA5179;15;0;16;30;135;5;2448131365135;TEORICA;A4
GP5179;13;30;15;0;120;4;2448131365135;TEORICA;A4
GP5179;13;30;15;0;120;6;2448131365135;TEORICA;A4
IArt9179;10;0;11;30;130;2;2448131365135;TEORICA;A4
IArt9179;10;0;11;30;130;5;2448131365135;TEORICA;A4
IPMec5179;16;30;18;0;106;6;2448131365135;TEORICA;A4
MADec13179;15;0;16;30;131;4;2448131365135;TEORICA;A4
MADec13179;13;30;15;0;131;5;2448131365135;TEORICA;A4
OC12179;11;30;13;0;109;2;2448131365135;TEORICA;A4
OC12179;10;0;11;30;109;4;2448131365135;TEORICA;A4
PEst31179;14;0;15;30;72;2;2448131365135;PROBLEMS;A4
RC9179;11;30;13;0;115;4;2448131365135;TEORICA;A4
RC9179;11;30;13;0;115;6;2448131365135;TEORICA;A4
SSof25179;17;0;18;30;39;5;2448131365135;TEORICA;A4
BD8179;10;0;11;30;50;4;2448131365136;TEORICA;A5
BD8179;15;30;17;0;50;6;2448131365136;TEORICA;A5
CIO5179;15;0;16;30;104;2;2448131365136;TEORICA;A5
CSF5179;17;0;18;30;69;3;2448131365136;TEORICA;A5
CSF5179;11;30;13;0;69;4;2448131365136;TEORICA;A5
EMD;11;30;12;30;73;5;2448131365136;TEORICA;A5
EPro5179;10;0;11;30;90;3;2448131365136;TEORICA;A5
EPro5179;10;0;11;30;90;5;2448131365136;TEORICA;A5
FP179;10;0;11;30;135;6;2448131365136;TEORICA;A5
FP179;8;30;10;0;124;6;2448131365136;TEORICA;A5
FP179;8;30;10;0;124;6;2448131365136;TEORICA;A5
FSI25179;9;0;10;30;81;2;2448131365136;TEORICA;A5
IPMec5179;13;30;15;0;106;2;2448131365136;TEORICA;A5
M9;16;0;17;30;95;5;2448131365136;TEORICA;A5
PEst31179;15;30;17;0;57;3;2448131365136;PROBLEMS;A5
Qui14179;8;30;10;0;129;3;2448131365136;TEORICA;A5
Qui14179;8;30;10;0;129;5;2448131365136;TEORICA;A5
SIRS179;12;0;13;30;47;2;2448131365136;TEORICA;A5
CDI54179;10;0;11;30;36;4;2448131365167;PROBLEMS;0 - 16
CDI54179;10;0;11;30;33;6;2448131365167;PROBLEMS;0 - 16
CGesta9;14;30;16;0;35;4;2448131365167;PROBLEMS;0 - 16
CGesta9;15;0;16;30;38;3;2448131365167;TEORICA;0 - 16
DRSL5179;18;0;19;30;25;3;2448131365167;LABORATORIAL;0 - 16
DRSL5179;9;0;10;30;23;5;2448131365167;TEORICA;0 - 16
EEco17179;18;0;19;30;34;4;2448131365167;PROBLEMS;0 - 16
EEco17179;9;0;10;30;41;3;2448131365167;TEORICA;0 - 16
GAM5179;12;0;13;30;51;5;2448131365167;PROBLEMS;0 - 16
GAM5179;10;30;12;0;56;3;2448131365167;TEORICA;0 - 16
GAM5179;10;30;12;0;56;5;2448131365167;TEORICA;0 - 16
Ges11179;17;30;19;0;34;2;2448131365167;PROBLEMS;0 - 16
Ges11179;8;30;10;0;27;4;2448131365167;PROBLEMS;0 - 16
Ges11179;17;0;18;30;35;5;2448131365167;PROBLEMS;0 - 16
Ges11179;14;0;15;30;16;6;2448131365167;PROBLEMS;0 - 16
GIA9;13;30;15;0;35;5;2448131365167;PROBLEMS;0 - 16
MEMEG9;12;0;13;30;8;3;2448131365167;TEORICA;0 - 16
GPI5179;9;30;11;0;37;3;2448131365195;TEORICA; 1 - 2
GPI5179;12;30;14;0;37;5;2448131365195;TEORICA; 1 - 2
Mar5179;11;30;13;0;35;4;2448131365195;PROBLEMS; 1 - 2
SEmb5179;14;0;15;30;16;3;2448131365195;TEORICA; 1 - 2
SEmb5179;14;0;15;30;16;3;2448131365195;TEORICA; 1 - 2
SPTS5179;13;30;15;0;0;2;2448131365195;LABORATORIAL; 1 - 2
VI25;15;30;17;0;40;3;2448131365195;TEORICA; 1 - 2
AL29179;9;0;10;30;34;2;2448131365196;PROBLEMS; 1 - 3
AL29179;14;0;15;30;33;4;2448131365196;PROBLEMS; 1 - 3
GFin5179;15;0;16;30;23;5;2448131365196;PROBLEMS; 1 - 3
GFin5179;10;0;11;30;34;4;2448131365196;PROBLEMS; 1 - 3
GFin5179;13;30;15;0;35;5;2448131365196;PROBLEMS; 1 - 3
IArt9179;15;30;17;0;21;3;2448131365196;PROBLEMS; 1 - 3
MADec13179;11;30;13;0;41;5;2448131365196;PROBLEMS; 1 - 3
SEmb5179;14;0;15;30;16;3;2448131365196;TEORICA; 1 - 3
SEmb5179;14;0;15;30;16;3;2448131365196;TEORICA; 1 - 3
IGes5179;11;30;13;0;40;3;2448131365197;PROBLEMS; 1 - 4
IGes5179;11;30;13;0;40;5;2448131365197;PROBLEMS; 1 - 4
OApli;15;30;17;0;14;5;2448131365197;PROBLEMS; 1 - 4
OApli;8;30;10;0;14;3;2448131365197;TEORICA; 1 - 4
OApli;14;0;15;30;14;5;2448131365197;TEORICA; 1 - 4
RCM9179;11;0;12;30;6;2;2448131365197;TEORICA; 1 - 4
RCM9179;8;30;10;0;6;4;2448131365197;TEORICA; 1 - 4
SEInte;10;0;11;30;17;4;2448131365197;TEORICA; 1 - 4
SEInte;10;0;11;30;17;6;2448131365197;TEORICA; 1 - 4
SPTS5179;15;0;16;30;15;3;2448131365197;TEORICA; 1 - 4
Emp17179;15;0;16;30;31;2;2448131365204;PROBLEMS; 1 - 11
Emp17179;12;0;13;30;32;6;2448131365204;TEORICA; 1 - 11
FL13179;14;30;15;30;13;4;2448131365204;TUTORIAL_ORIENTATION; 1 - 11
FL14179;16;30;19;30;11;4;2448131365204;TEORICA; 1 - 11
ACED21179;17;30;19;0;48;4;2448131365224;PROBLEMS; 1 - 22
ARede9179;11;30;13;0;77;3;2448131365224;TEORICA; 1 - 22
ARede9179;10;0;11;30;77;5;2448131365224;TEORICA; 1 - 22
CGJ9;11;0;12;30;36;4;2448131365224;TEORICA; 1 - 22
GIA9;13;30;15;0;34;3;2448131365224;PROBLEMS; 1 - 22
SEmb5179;11;30;13;0;16;5;2448131365224;TEORICA; 1 - 22
SSof25179;11;0;12;30;39;6;2448131365224;TEORICA; 1 - 22
AL29179;10;30;12;0;36;2;2448131373043;PROBLEMS;0 - 32
CAI5179;12;0;13;30;14;4;2448131373043;TEORICA;0 - 32
CGesta9;10;30;12;0;38;4;2448131373043;TEORICA;0 - 32
EEco17179;9;0;10;30;41;4;2448131373043;TEORICA;0 - 32
ETraf5179;9;30;11;0;20;3;2448131373043;TEORICA;0 - 32
FL15179;15;30;16;0;20;3;2448131373043;LABORATORIAL;0 - 32
Ges11179;9;0;10;30;34;2;2448131373043;PROBLEMS;0 - 32
Ges11179;11;0;12;30;35;6;2448131373043;PROBLEMS;0 - 32
IArt9179;8;30;10;0;35;5;2448131373043;PROBLEMS;0 - 32
MEMEG9;15;30;17;0;9;6;2448131373043;PROBLEMS;0 - 32
MEMEG9;11;0;12;0;8;3;2448131373043;TEORICA;0 - 32
MEMEG9;13;30;15;30;8;6;2448131373043;TEORICA;0 - 32
PCO9;16;30;17;0;34;5;2448131373043;LABORATORIAL;0 - 32
PCO9;14;0;15;30;35;5;2448131373043;TEORICA;0 - 32
