acronym_1;hourS;minS;hourE;minE;currentC;day;roomID;type_1;nameR
Ges55179;15;30;17;0;40;2;2448131363640;PROBLEMS;F8
PEst30179;13;0;14;30;65;2;2448131363640;PROBLEMS;F8
CP225179;13;0;14;30;118;2;2448131363642;TEORICA;FA3
FAD25179;17;0;18;30;23;2;2448131363642;PROBLEMS;FA3
MC235179;9;0;10;30;72;2;2448131363642;TEORICA;FA3
VComp25179;11;0;13;0;40;2;2448131363642;TEORICA;FA3
ASE17;12;30;14;0;22;2;2448131363664;TEORICA;F2
CTM25179;12;0;12;30;35;2;2448131363664;LABORATORIAL;F2
CTM25179;11;0;12;0;35;2;2448131363664;PROBLEMS;F2
Ges55179;17;0;18;30;25;2;2448131363664;PROBLEMS;F2
MEng25179;8;30;9;30;35;2;2448131363664;PROBLEMS;F2
MO65179;15;30;16;30;32;2;2448131363664;PROBLEMS;F2
STVR25179;9;30;11;0;36;2;2448131363664;PROBLEMS;F2
ACED1625179;13;30;14;30;80;2;2448131363667;TEORICA;FA1
CC25179;8;0;9;30;89;2;2448131363667;TEORICA;FA1
EAer25179;12;0;13;30;45;2;2448131363667;TEORICA;FA1
GEne5179;14;30;16;30;106;2;2448131363667;TEORICA;FA1
MTer25179;16;30;18;0;71;2;2448131363667;TEORICA;FA1
SSof25179;9;30;11;0;55;2;2448131363667;TEORICA;FA1
ALC9;15;30;17;0;28;2;2448131363674;TEORICA;F4
IArt45179;11;0;12;30;24;2;2448131363674;PROBLEMS;F4
MEstru25179;10;30;11;0;45;2;2448131363674;LABORATORIAL;F4
MEstru25179;9;30;10;30;45;2;2448131363674;PROBLEMS;F4
PO65179;13;0;14;30;31;2;2448131363674;LABORATORIAL;F4
ACED425179;15;30;17;0;50;2;2448131363676;PROBLEMS;F3
ASof5179;17;0;18;30;23;2;2448131363676;LABORATORIAL;F3
EO55179;12;30;13;30;43;2;2448131363676;PROBLEMS;F3
LFAOFR25179;9;0;11;0;50;2;2448131363676;TEORICA;F3
RC9;14;0;15;30;64;2;2448131363676;TEORICA;F3
SAD225179;11;0;12;30;98;2;2448131363676;TEORICA;F3
EMin25179;14;0;16;0;22;2;2448131363723;TEORICA;I3
EPed9;18;0;20;0;5;2;2448131363723;PROBLEMS;I3
PAer25179;16;0;18;0;15;2;2448131363723;LABORATORIAL;I3
PGS5179;9;30;11;0;34;2;2448131363723;TEORICA;I3
RMin9;11;0;12;30;21;2;2448131363723;PROBLEMS;I3
EPed9;13;0;18;0;5;2;2448131363788;TEORICA;I6
Geom25179;8;0;9;30;17;2;2448131363791;TEORICA;I5
MBio;10;0;11;30;12;2;2448131363791;LABORATORIAL;I5
PDG25179;15;30;16;30;14;2;2448131363791;PROBLEMS;I5
PEGMin25179;14;0;16;0;5;2;2448131363840;PROBLEMS;I9
FICQ9;11;0;13;0;3;2;2448131363841;PROBLEMS;I8
HRF;11;0;13;0;4;2;2448131363841;TEORICA;I8
SSA25179;8;0;11;0;15;2;2448131363841;TEORICA;I8
CDI105179;17;0;18;30;67;2;2448131364033;TEORICA;AM
CE35179;13;0;14;30;36;2;2448131364033;TEORICA;AM
CGra45179;9;30;11;0;120;2;2448131364033;TEORICA;AM
EPro35179;11;0;12;30;106;2;2448131364033;TEORICA;AM
DMG;9;0;10;0;25;2;2448131364044;LABORATORIAL;MOM
DMG;11;0;12;0;29;2;2448131364044;LABORATORIAL;MOM
DMG;9;0;10;0;28;2;2448131364045;LABORATORIAL;SDM
DMG;11;0;12;30;29;2;2448131364045;LABORATORIAL;SDM
APInd25179;11;0;12;30;39;2;2448131364218;TEORICA;EA5
CMM25179;14;0;15;0;39;2;2448131364218;PROBLEMS;EA5
CMM25179;14;0;15;0;39;2;2448131364218;PROBLEMS;EA5
EMEne25179;18;30;20;0;69;2;2448131364218;TEORICA;EA5
FP45179;9;30;11;0;76;2;2448131364218;TEORICA;EA5
PASE25179;12;30;14;0;19;2;2448131364218;TEORICA;EA5
PIV;15;30;17;0;91;2;2448131364218;TEORICA;EA5
FInd45179;16;0;18;0;13;3;2448131361185;TEORICA;E5
MEFP25179;10;30;12;30;3;3;2448131361185;LABORATORIAL;E5
ECTec25179;14;0;15;30;58;3;2448131361580;TEORICA;VA1
FT35179;16;30;18;0;41;3;2448131361580;PROBLEMS;VA1
RM25179;12;30;14;0;55;3;2448131361580;TEORICA;VA1
SIDS9;18;0;20;0;29;3;2448131361580;SEMINARY;VA1
SS25179;11;0;12;30;48;3;2448131361580;PROBLEMS;VA1
TArq25179;8;0;11;0;66;3;2448131361580;TEORICA;VA1
AN25179;14;30;16;0;34;3;2448131361583;TEORICA;VA2
EMet25179;16;0;17;0;65;3;2448131361583;TEORICA;VA2
Hidroe25179;8;30;10;0;16;3;2448131361583;TEORICA;VA2
MC235179;10;30;12;0;12;3;2448131361583;TEORICA;VA2
MF25179;17;30;19;0;70;3;2448131361583;TEORICA;VA2
TMF25179;12;30;14;0;61;3;2448131361583;PROBLEMS;VA2
AEG25179;12;30;14;0;63;3;2448131361602;TEORICA;VA3
AEG25179;14;0;15;30;70;3;2448131361602;TEORICA;VA3
GTD25179;9;30;11;0;52;3;2448131361602;TEORICA;VA3
GTD25179;11;0;12;30;76;3;2448131361602;TEORICA;VA3
CDI2125179;13;0;14;0;90;3;2448131361604;TEORICA;VA4
DMG;10;0;11;0;81;3;2448131361604;LABORATORIAL;VA4
H225179;11;0;12;30;56;3;2448131361604;TEORICA;VA4
Mec25179;14;0;15;30;71;3;2448131361604;TEORICA;VA4
Mec25179;15;30;17;0;64;3;2448131361604;TEORICA;VA4
PA2225179;9;0;10;0;16;3;2448131361604;SEMINARY;VA4
ACED1245179;13;0;14;0;127;3;2448131361607;TEORICA;VA5
DEES45179;8;0;9;0;40;3;2448131361607;TEORICA;VA5
EVoo25179;14;30;16;0;124;3;2448131361607;TEORICA;VA5
H225179;9;30;11;0;118;3;2448131361607;TEORICA;VA5
OC11179;11;0;12;30;119;3;2448131361607;TEORICA;VA5
RMat225179;16;0;17;30;77;3;2448131361607;TEORICA;VA5
CC25179;9;30;11;0;89;3;2448131361622;TEORICA;VA6
CDI1325179;13;0;14;0;61;3;2448131361622;TEORICA;VA6
CDI2029179;13;0;14;0;111;3;2448131361622;TEORICA;VA6
EMet25179;15;30;16;30;85;3;2448131361622;TEORICA;VA6
PMeca25179;14;0;15;30;24;3;2448131361622;TEORICA;VA6
QSAC225179;11;30;13;0;27;3;2448131361622;TEORICA;VA6
SIDS9;18;0;20;0;29;3;2448131361622;SEMINARY;VA6
MPTra9;9;0;12;0;0;3;2448131361641;TEORICA;V0.14
CDI3425179;12;30;14;0;34;3;2448131361643;PROBLEMS;V0.02
FTel25179;15;30;17;30;50;3;2448131361643;PROBLEMS;V0.02
CDI3425179;10;30;12;0;35;3;2448131361644;PROBLEMS;V0.03
IEMec25179;9;0;10;30;8;3;2448131361644;PROBLEMS;V0.03
IP25179;13;30;16;30;19;3;2448131361644;PROBLEMS;V0.03
Qui425179;12;30;13;30;5;3;2448131361644;PROBLEMS;V0.03
ARis25179;16;0;17;30;19;3;2448131361645;TEORICA;V0.04
EEdi;10;30;12;0;5;3;2448131361645;PROBLEMS;V0.04
EMet25179;12;30;14;0;25;3;2448131361645;PROBLEMS;V0.04
DA25179;11;0;13;0;30;3;2448131361663;LABORATORIAL;V0.10
HFD25179;14;0;15;30;14;3;2448131361663;PROBLEMS;V0.10
PA225179;17;0;19;0;26;3;2448131361663;SEMINARY;V0.10
DA25179;8;30;11;0;29;3;2448131361664;LABORATORIAL;V0.11
PA225179;17;0;19;0;28;3;2448131361664;SEMINARY;V0.11
PA425179;8;0;10;0;23;3;2448131361666;LABORATORIAL;V0.13
PA425179;10;0;12;0;25;3;2448131361666;SEMINARY;V0.13
Emi25179;11;0;12;30;27;3;2448131361679;TEORICA;V1.23
ESF;12;30;14;30;51;3;2448131361679;TEORICA;V1.23
GTD25179;8;0;9;30;14;3;2448131361679;PROBLEMS;V1.23
IC25179;16;0;17;30;38;3;2448131361679;PROBLEMS;V1.23
MSol9;14;30;16;0;44;3;2448131361679;TEORICA;V1.23
RM-I;9;30;11;0;58;3;2448131361679;PROBLEMS;V1.23
AL1745179;11;0;12;30;24;3;2448131361680;PROBLEMS;V1.24
EB225179;12;30;14;0;19;3;2448131361680;PROBLEMS;V1.24
EMet25179;14;0;15;30;41;3;2448131361680;PROBLEMS;V1.24
Ges55179;17;0;18;30;24;3;2448131361680;PROBLEMS;V1.24
Mec-I;8;30;10;0;41;3;2448131361680;PROBLEMS;V1.24
VRui25179;16;0;17;0;46;3;2448131361680;PROBLEMS;V1.24
HFD25179;14;0;15;30;19;3;2448131361681;PROBLEMS;V1.25
MA25179;10;30;13;0;38;3;2448131361681;PROBLEMS;V1.25
Mec25179;15;30;17;0;31;3;2448131361681;PROBLEMS;V1.25
PCC;17;0;18;30;17;3;2448131361681;PROBLEMS;V1.25
PEst30179;8;0;9;30;7;3;2448131361681;PROBLEMS;V1.25
HFD25179;14;0;15;30;22;3;2448131361682;PROBLEMS;V1.26
Mec-I;10;0;11;30;95;3;2448131361682;TEORICA;V1.26
MSol25179;16;0;17;0;40;3;2448131361682;PROBLEMS;V1.26
PBOT-2;8;0;10;0;16;3;2448131361682;TEORICA;V1.26
RM25179;12;30;14;0;40;3;2448131361682;PROBLEMS;V1.26
AL1025179;15;0;16;30;39;3;2448131361683;PROBLEMS;V1.31
CDI1325179;17;0;18;30;30;3;2448131361683;PROBLEMS;V1.31
EAH25179;11;30;13;0;27;3;2448131361683;TEORICA;V1.31
HOM25179;10;0;11;30;23;3;2448131361683;TEORICA;V1.31
RREst;13;0;15;0;28;3;2448131361683;TEORICA;V1.31
DAmb45179;13;30;16;30;24;3;2448131361684;TEORICA;V1.27
GIBH25179;10;0;11;30;23;3;2448131361684;TEORICA;V1.27
TCOE;8;0;9;30;30;3;2448131361684;PROBLEMS;V1.27
TEM25179;12;0;13;0;34;3;2448131361684;PROBLEMS;V1.27
CDI2125179;16;30;18;0;14;3;2448131361685;PROBLEMS;V1.32
MApl25179;11;0;12;30;90;3;2448131361685;PROBLEMS;V1.32
Pon25179;9;0;10;30;28;3;2448131361685;PROBLEMS;V1.32
RMat225179;14;30;16;0;45;3;2448131361685;PROBLEMS;V1.32
TCE25179;12;30;14;0;14;3;2448131361685;PROBLEMS;V1.32
AEG25179;15;30;17;0;20;3;2448131361687;PROBLEMS;V1.33
AEG25179;17;0;18;30;27;3;2448131361687;TEORICA;V1.33
BSI5179;14;0;15;30;11;3;2448131361687;TEORICA;V1.33
LA25179;10;0;12;0;8;3;2448131361687;TEORICA;V1.33
AL1225179;15;0;16;30;41;3;2448131361689;PROBLEMS;V1.34
DUCP225179;8;0;10;0;16;3;2448131361689;TEORICA;V1.34
EEdi;10;30;12;0;29;3;2448131361689;PROBLEMS;V1.34
FPar9;13;0;15;0;58;3;2448131361689;TEORICA;V1.34
TCE25179;16;30;18;0;17;3;2448131361689;PROBLEMS;V1.34
PA425179;10;0;12;0;8;3;2448131361690;SEMINARY;V1.30
PA2225179;9;0;12;0;31;3;2448131361692;LABORATORIAL;V1.40
DT25179;8;0;10;30;29;3;2448131361694;LABORATORIAL;V1.39
ECA25179;11;30;13;30;17;3;2448131361694;SEMINARY;V1.39
PA2225179;10;0;12;0;16;3;2448131361696;LABORATORIAL;V1.38
DT25179;8;0;10;30;26;3;2448131361697;LABORATORIAL;V1.37
DT25179;10;30;13;0;24;3;2448131361697;LABORATORIAL;V1.37
CP25179;10;30;12;0;28;3;2448131361712;PROBLEMS;V1.20.1
FPT-PRU;17;0;20;0;16;3;2448131361712;PROBLEMS;V1.20.1
GRN;8;0;9;0;21;3;2448131361714;LABORATORIAL;V1.13
GRN;8;30;9;0;21;3;2448131361714;LABORATORIAL;V1.13
GRN;9;0;9;30;21;3;2448131361714;PROBLEMS;V1.13
GRN;9;30;11;30;21;3;2448131361714;TEORICA;V1.13
HARH25179;15;0;16;30;19;3;2448131361714;LABORATORIAL;V1.13
DAmb45179;11;0;12;30;15;3;2448131361715;SEMINARY;V1.12
GEne5179;13;0;14;30;43;3;2448131361715;PROBLEMS;V1.12
MF225179;17;0;18;0;34;3;2448131361715;PROBLEMS;V1.12
VC25179;15;30;17;0;7;3;2448131361715;PROBLEMS;V1.12
ACED1725179;14;0;15;30;47;3;2448131361716;PROBLEMS;V1.11
AEG25179;15;30;17;0;0;3;2448131361716;PROBLEMS;V1.11
IEMec25179;10;30;12;0;19;3;2448131361716;PROBLEMS;V1.11
PEst2445179;8;0;9;30;15;3;2448131361716;PROBLEMS;V1.11
TM25179;12;30;13;0;21;3;2448131361716;LABORATORIAL;V1.11
AE-I;8;0;9;30;18;3;2448131361717;PROBLEMS;V1.10
AT25179;17;0;18;30;28;3;2448131361717;PROBLEMS;V1.10
CAV179;17;0;18;30;0;3;2448131361717;PROBLEMS;V1.10
DMG;11;0;12;0;27;3;2448131361717;LABORATORIAL;V1.10
HARH25179;12;30;14;0;49;3;2448131361717;TEORICA;V1.10
IG25179;14;0;15;30;34;3;2448131361717;TEORICA;V1.10
PPEne179;15;30;17;0;14;3;2448131361717;TEORICA;V1.10
AEG25179;14;0;15;30;29;3;2448131361719;PROBLEMS;V1.05
DASE25179;18;0;19;30;37;3;2448131361719;TEORICA;V1.05
EEdi;9;0;10;30;5;3;2448131361719;PROBLEMS;V1.05
MAM25179;11;0;12;30;23;3;2448131361719;TEORICA;V1.05
MEEA25179;16;0;18;0;17;3;2448131361719;TEORICA;V1.05
ECon;15;30;17;0;15;3;2448131361722;PROBLEMS;V1.02
FPT-PRU;15;0;18;0;30;3;2448131361728;PROBLEMS;V1.20.3
PBOT-2;10;0;11;30;16;3;2448131361728;PROBLEMS;V1.20.3
PCA25179;13;0;15;0;35;3;2448131361728;LABORATORIAL;V1.20.3
DMG;9;0;10;30;25;3;2448131361729;LABORATORIAL;V1.17
Ges55179;10;30;12;0;32;3;2448131361729;PROBLEMS;V1.17
LEB25179;15;30;16;30;16;3;2448131361729;LABORATORIAL;V1.17
Qui425179;12;0;13;0;29;3;2448131361729;PROBLEMS;V1.17
SIG225179;14;0;15;0;16;3;2448131361729;TEORICA;V1.17
EBT25179;17;0;20;0;8;3;2448131361730;TEORICA;V1.16
EMF25179;11;0;12;0;46;3;2448131361730;TEORICA;V1.16
MEstru25179;13;30;14;0;49;3;2448131361730;LABORATORIAL;V1.16
MEstru25179;12;30;13;30;50;3;2448131361730;PROBLEMS;V1.16
MSol9;16;0;17;0;39;3;2448131361730;PROBLEMS;V1.16
PFina25179;8;0;9;0;33;3;2448131361730;TUTORIAL_ORIENTATION;V1.16
PFina25179;9;0;11;0;33;3;2448131361730;TEORICA;V1.16
PMMat25179;14;30;16;0;29;3;2448131361730;TEORICA;V1.16
EB225179;15;30;17;0;32;3;2448131361731;PROBLEMS;V1.15
GTD25179;8;0;9;30;34;3;2448131361731;PROBLEMS;V1.15
MC45179;12;30;14;0;68;3;2448131361731;TEORICA;V1.15
PEst65179;14;0;15;30;49;3;2448131361731;PROBLEMS;V1.15
PRP25179;9;30;11;0;22;3;2448131361731;TEORICA;V1.15
AE-I;12;30;14;0;74;3;2448131361732;TEORICA;V1.14
EEner25179;11;30;12;30;54;3;2448131361732;PROBLEMS;V1.14
EMet25179;14;0;15;30;42;3;2448131361732;PROBLEMS;V1.14
GRN;8;30;9;0;21;3;2448131361732;LABORATORIAL;V1.14
GRN;9;0;9;30;21;3;2448131361732;PROBLEMS;V1.14
GRN;9;30;11;30;21;3;2448131361732;TEORICA;V1.14
PEst65179;15;30;17;0;60;3;2448131361732;PROBLEMS;V1.14
RCos25179;17;0;19;0;32;3;2448131361732;TEORICA;V1.14
SSist;9;30;11;0;4;3;2448131361732;TEORICA;V1.14
AL1735179;14;0;15;30;22;3;2448131361733;PROBLEMS;V1.09
ECM25179;10;30;11;30;16;3;2448131361733;TEORICA;V1.09
ICC25179;16;0;17;30;40;3;2448131361733;PROBLEMS;V1.09
RM25179;8;0;9;30;29;3;2448131361733;PROBLEMS;V1.09
VC25179;12;30;14;0;1;3;2448131361733;PROBLEMS;V1.09
AL1735179;9;0;10;30;39;3;2448131361734;PROBLEMS;V1.08
CDI725179;13;0;14;30;35;3;2448131361734;PROBLEMS;V1.08
CDI725179;12;30;14;0;37;3;2448131361734;PROBLEMS;V1.08
EPla25179;17;30;18;30;35;3;2448131361734;PROBLEMS;V1.08
FT325179;16;0;17;30;17;3;2448131361734;PROBLEMS;V1.08
IPEst25179;14;30;16;0;35;3;2448131361734;PROBLEMS;V1.08
ACED1325179;15;30;17;0;33;3;2448131361735;PROBLEMS;V1.07
AEG25179;12;30;14;0;8;3;2448131361735;PROBLEMS;V1.07
AL425179;14;0;15;30;36;3;2448131361735;PROBLEMS;V1.07
Qui425179;10;30;11;30;20;3;2448131361735;PROBLEMS;V1.07
ACED1425179;10;0;11;30;16;3;2448131361736;PROBLEMS;V1.06
DAmb45179;16;30;18;0;9;3;2448131361736;SEMINARY;V1.06
FQA;11;30;12;30;44;3;2448131361736;TEORICA;V1.06
H225179;8;0;9;30;31;3;2448131361736;PROBLEMS;V1.06
TPF25179;14;30;16;0;22;3;2448131361736;PROBLEMS;V1.06
CDI2525179;15;0;16;30;40;3;2448131362251;PROBLEMS;C01
MC235179;9;0;10;30;40;3;2448131362251;TEORICA;C01
MC235179;10;30;12;0;64;3;2448131362251;TEORICA;C01
ARed25179;8;0;9;30;35;3;2448131362317;PROBLEMS;C9
CDI1325179;15;30;17;0;11;3;2448131362317;PROBLEMS;C9
CDI3425179;10;30;12;0;37;3;2448131362317;PROBLEMS;C9
MFC35179;12;30;14;0;52;3;2448131362317;TEORICA;C9
MO65179;17;0;18;0;35;3;2448131362317;PROBLEMS;C9
TEM179;14;0;15;30;71;3;2448131362317;TEORICA;C9
AL1625179;13;0;14;0;122;3;2448131362333;TEORICA;GA2
EPla25179;19;0;20;30;23;3;2448131362333;TEORICA;GA2
IArt45179;11;0;12;30;110;3;2448131362333;TEORICA;GA2
NN225179;15;30;17;30;37;3;2448131362333;TEORICA;GA2
TCal25179;9;30;11;0;165;3;2448131362333;TEORICA;GA2
AL425179;12;0;13;0;108;3;2448131362371;TEORICA;GA1
CDI1325179;13;0;14;0;61;3;2448131362371;TEORICA;GA1
CDI2029179;13;0;14;0;111;3;2448131362371;TEORICA;GA1
DPE25179;16;0;17;30;80;3;2448131362371;TEORICA;GA1
EO225179;9;0;10;30;48;3;2448131362371;TEORICA;GA1
FEE25179;14;0;15;30;155;3;2448131362371;TEORICA;GA1
P225179;10;30;11;30;66;3;2448131362371;TEORICA;GA1
ACED1625179;8;30;9;30;80;3;2448131362372;TEORICA;GA3
CDI925179;11;0;12;0;112;3;2448131362372;TEORICA;GA3
PEst2445179;9;30;11;0;138;3;2448131362372;TEORICA;GA3
PP-1-2;17;0;19;0;12;3;2448131362372;SEMINARY;GA3
RM-I;14;0;15;30;116;3;2448131362372;TEORICA;GA3
SD45179;15;30;17;0;138;3;2448131362372;TEORICA;GA3
SIRS179;12;30;14;0;110;3;2448131362372;TEORICA;GA3
ANav25179;17;30;18;30;31;3;2448131362439;PROBLEMS;C13
ANav25179;16;0;17;30;31;3;2448131362439;TEORICA;C13
CDI725179;11;0;12;30;40;3;2448131362439;PROBLEMS;C13
MA125179;8;0;10;30;28;3;2448131362439;PROBLEMS;C13
NMC;13;0;14;30;18;3;2448131362439;TEORICA;C13
OGP;14;30;16;0;13;3;2448131362439;TEORICA;C13
ACED1325179;14;0;15;30;57;3;2448131362440;PROBLEMS;C12
AL1625179;11;30;13;0;40;3;2448131362440;PROBLEMS;C12
IArt45179;8;0;9;30;17;3;2448131362440;PROBLEMS;C12
NP25179;17;30;19;0;20;3;2448131362440;TEORICA;C12
Qui325179;16;30;17;30;22;3;2448131362440;PROBLEMS;C12
TCOE;9;30;11;30;30;3;2448131362440;TEORICA;C12
CEN25179;9;0;9;30;28;3;2448131362449;LABORATORIAL;C11
DPE25179;9;30;11;0;37;3;2448131362449;PROBLEMS;C11
EO225179;13;0;14;0;47;3;2448131362449;PROBLEMS;C11
FMS;11;0;12;30;5;3;2448131362449;PROBLEMS;C11
MF225179;16;0;17;0;68;3;2448131362449;PROBLEMS;C11
QF225179;14;0;16;0;13;3;2448131362449;TEORICA;C11
VRui25179;17;0;18;0;46;3;2448131362449;PROBLEMS;C11
AL1225179;15;0;16;30;37;3;2448131362450;PROBLEMS;C10
CDI2525179;16;30;18;0;47;3;2448131362450;PROBLEMS;C10
POce;9;30;11;0;14;3;2448131362450;PROBLEMS;C10
VRui25179;11;0;12;0;47;3;2448131362450;PROBLEMS;C10
ACED1425179;9;0;10;0;143;3;2448131362493;TEORICA;GA4
AED25179;11;0;12;30;96;3;2448131362493;TEORICA;GA4
CDI3325179;13;0;14;0;116;3;2448131362493;TEORICA;GA4
CDI3325179;14;0;15;0;125;3;2448131362493;TEORICA;GA4
DMG;8;0;9;0;67;3;2448131362493;LABORATORIAL;GA4
MFA25179;15;0;16;30;20;3;2448131362493;TEORICA;GA4
SD45179;17;0;18;30;117;3;2448131362493;TEORICA;GA4
EO425179;9;0;10;30;151;3;2448131362494;TEORICA;GA5
MO65179;12;0;13;0;44;3;2448131362494;PROBLEMS;GA5
MSol25179;13;0;14;30;136;3;2448131362494;TEORICA;GA5
MSol25179;14;30;16;0;69;3;2448131362494;TEORICA;GA5
SA25179;16;30;18;30;100;3;2448131362494;SEMINARY;GA5
ACED1725179;13;0;14;0;111;3;2448131362613;TEORICA;QA02.1
AL1425179;14;0;15;0;108;3;2448131362613;TEORICA;QA02.1
BBM25179;11;30;13;0;95;3;2448131362613;TEORICA;QA02.1
PEQB45179;10;0;11;30;9;3;2448131362613;PROBLEMS;QA02.1
Q325179;15;0;16;30;75;3;2448131362613;TEORICA;QA02.1
AL1225179;13;0;14;0;73;3;2448131362614;TEORICA;QA02.2
CDI20210179;14;0;15;0;146;3;2448131362614;TEORICA;QA02.2
QO225179;10;0;11;30;93;3;2448131362614;PROBLEMS;QA02.2
SO45179;15;30;17;0;122;3;2448131362614;TEORICA;QA02.2
CDI925179;12;0;13;0;86;3;2448131362615;TEORICA;QA02.3
EGen25179;15;0;16;30;134;3;2448131362615;TEORICA;QA02.3
EO225179;10;30;12;0;149;3;2448131362615;TEORICA;QA02.3
PS45179;16;30;18;0;79;3;2448131362615;PROBLEMS;QA02.3
SO45179;13;0;14;30;109;3;2448131362615;TEORICA;QA02.3
TAmb35179;9;0;10;30;162;3;2448131362615;TEORICA;QA02.3
CDI825179;14;30;15;30;108;3;2448131362616;TEORICA;QA02.4
ECla25179;11;0;12;30;85;3;2448131362616;TEORICA;QA02.4
PEst30179;9;30;11;0;165;3;2448131362616;TEORICA;QA02.4
PO65179;13;0;14;30;124;3;2448131362616;TEORICA;QA02.4
PO65179;15;30;17;0;123;3;2448131362616;TEORICA;QA02.4
CPC25179;16;30;18;30;16;3;2448131362719;TEORICA;QA1.1
FI225179;13;0;14;30;17;3;2448131362719;TEORICA;QA1.1
MC425179;10;0;11;30;54;3;2448131362719;TEORICA;QA1.1
BM25179;15;30;17;0;46;3;2448131362720;PROBLEMS;QA1.2
EQI25179;10;30;12;0;83;3;2448131362720;TEORICA;QA1.2
MC235179;9;0;10;30;60;3;2448131362720;TEORICA;QA1.2
Neuro;17;0;19;0;14;3;2448131362720;TEORICA;QA1.2
PS45179;13;30;15;0;31;3;2448131362720;PROBLEMS;QA1.2
EITT25179;12;30;14;0;108;3;2448131362721;TEORICA;QA1.3
MADec179;15;30;17;0;25;3;2448131362721;TEORICA;QA1.3
MBio;8;0;9;30;12;3;2448131362721;TEORICA;QA1.3
N325179;15;0;17;0;37;3;2448131362721;TEORICA;QA1.3
RB25179;10;30;12;30;78;3;2448131362721;TEORICA;QA1.3
MNN25179;14;30;16;0;22;3;2448131362722;TEORICA;QA1.4
PS225179;13;0;14;30;75;3;2448131362722;TEORICA;QA1.4
TP25179;16;0;18;0;5;3;2448131362722;TEORICA;QA1.4
Bioem18;15;0;19;0;0;3;2448131362738;TEORICA;Q4.2
DPA;8;30;10;0;21;3;2448131362738;PROBLEMS;Q4.2
PEBiolo5179;13;0;15;0;19;3;2448131362738;PROBLEMS;Q4.2
QI225179;11;0;13;0;34;3;2448131362738;TEORICA;Q4.2
CDI2125179;8;30;10;0;39;3;2448131362742;PROBLEMS;Q4.6
EVoo25179;13;0;14;30;47;3;2448131362742;PROBLEMS;Q4.6
FT45179;16;30;18;0;30;3;2448131362742;PROBLEMS;Q4.6
PRA25179;15;0;16;30;36;3;2448131362742;TEORICA;Q4.6
SIC179;10;30;12;30;21;3;2448131362742;TEORICA;Q4.6
AL1225179;15;0;16;30;41;3;2448131362743;PROBLEMS;Q4.7
EBI25179;12;30;14;0;38;3;2448131362743;PROBLEMS;Q4.7
OIP25179;10;0;12;0;7;3;2448131362743;TEORICA;Q4.7
Qui525179;16;30;17;30;8;3;2448131362743;PROBLEMS;Q4.7
CDI20210179;16;30;18;0;45;3;2448131362744;PROBLEMS;Q4.1
IBioe5179;8;0;10;0;8;3;2448131362744;TEORICA;Q4.1
PEBiop25179;10;0;11;30;49;3;2448131362744;TEORICA;Q4.1
Q25179;15;0;16;30;35;3;2448131362744;PROBLEMS;Q4.1
SRad25179;12;30;14;0;37;3;2448131362744;TEORICA;Q4.1
ACED1245179;10;30;12;0;58;3;2448131362947;PROBLEMS;E4
GPE179;18;30;20;0;34;3;2448131362947;PROBLEMS;E4
PCC;13;30;15;0;6;3;2448131362947;PROBLEMS;E4
PEst2445179;8;0;9;30;45;3;2448131362947;PROBLEMS;E4
Q325179;16;30;18;0;12;3;2448131362947;PROBLEMS;E4
Qui45179;12;0;13;0;1;3;2448131362947;PROBLEMS;E4
TEQ25349;15;0;16;30;45;3;2448131362947;PROBLEMS;E4
E225179;11;0;13;0;50;3;2448131362948;PROBLEMS;E3
T25179;16;0;17;30;45;3;2448131362948;PROBLEMS;E3
AC25179;14;0;15;30;43;3;2448131362951;PROBLEMS;E2
AT25179;17;0;18;30;28;3;2448131362951;PROBLEMS;E2
Cont25179;8;0;9;0;54;3;2448131362951;PROBLEMS;E2
DPE25179;9;30;11;0;32;3;2448131362951;PROBLEMS;E2
TM25179;11;0;12;30;30;3;2448131362951;TEORICA;E2
EITT25179;14;0;15;30;46;3;2448131362952;PROBLEMS;E1
EMEne25179;11;0;12;30;17;3;2448131362952;PROBLEMS;E1
T225179;17;0;17;30;35;3;2448131362952;LABORATORIAL;E1
T225179;16;0;17;0;36;3;2448131362952;PROBLEMS;E1
TComu5179;9;30;11;0;18;3;2448131362952;TEORICA;E1
TM25179;8;30;9;30;30;3;2448131362952;PROBLEMS;E1
AED25179;9;30;11;0;119;3;2448131362971;TEORICA;EA1
AT25179;14;0;15;30;41;3;2448131362971;TEORICA;EA1
Bio-BC;12;30;14;0;75;3;2448131362971;TEORICA;EA1
Cont25179;15;30;17;0;150;3;2448131362971;TEORICA;EA1
EO55179;11;0;12;30;143;3;2448131362971;TEORICA;EA1
EPot25179;17;0;18;30;26;3;2448131362971;TEORICA;EA1
OC11179;12;30;14;0;89;3;2448131362971;TEORICA;EA1
SAD225179;8;0;9;30;98;3;2448131362971;TEORICA;EA1
EO55179;9;30;11;0;102;3;2448131362979;TEORICA;EA2
ETeo25179;12;30;14;0;134;3;2448131362979;TEORICA;EA2
Microo25179;14;0;15;30;45;3;2448131362979;TEORICA;EA2
PMee25179;15;30;17;0;112;3;2448131362979;TEORICA;EA2
PMee25179;17;0;18;30;114;3;2448131362979;TEORICA;EA2
SIBD25179;11;0;12;30;148;3;2448131362979;TEORICA;EA2
ACED1625179;13;0;14;0;137;3;2448131362989;TEORICA;EA3
