acronym_1;hourS;minS;hourE;minE;currentC;day;roomID;type_1;nameR
TEM25179;17;0;18;0;27;2;2448131361683;PROBLEMS;V1.31
ESG25179;12;0;13;30;7;2;2448131361684;PROBLEMS;V1.27
Ges55179;14;0;15;30;32;2;2448131361684;PROBLEMS;V1.27
MAG25179;9;0;10;30;12;2;2448131361684;TEORICA;V1.27
ACED1425179;11;0;12;30;51;2;2448131361685;PROBLEMS;V1.32
ACED1425179;11;0;12;30;51;2;2448131361685;PROBLEMS;V1.32
AL1525179;14;0;15;30;36;2;2448131361685;PROBLEMS;V1.32
CCU35179;12;30;14;0;56;2;2448131361685;TEORICA;V1.32
FCon25179;8;0;11;0;35;2;2448131361685;PROBLEMS;V1.32
PDG25179;15;30;16;30;14;2;2448131361685;PROBLEMS;V1.32
PDG25179;15;30;16;30;14;2;2448131361685;PROBLEMS;V1.32
RMat225179;17;0;18;30;34;2;2448131361685;TEORICA;V1.32
PArq_IV25179;10;0;13;0;37;2;2448131361686;LABORATORIAL;V1.28
PArq_IV25179;8;0;10;0;0;2;2448131361686;SEMINARY;V1.28
EAM;17;0;19;0;11;2;2448131361687;TEORICA;V1.33
FTAR25179;14;0;16;0;2;2;2448131361687;TEORICA;V1.33
IBioe5179;8;30;10;30;8;2;2448131361687;TEORICA;V1.33
MF25179;16;0;17;0;46;2;2448131361687;PROBLEMS;V1.33
T25179;11;0;12;30;51;2;2448131361687;TEORICA;V1.33
PArq_IV25179;10;0;13;0;33;2;2448131361688;LABORATORIAL;V1.29
PArq_IV25179;8;0;10;0;34;2;2448131361688;SEMINARY;V1.29
ADes25179;16;30;18;0;8;2;2448131361689;TEORICA;V1.34
AE-I;11;0;12;30;26;2;2448131361689;PROBLEMS;V1.34
FRad;8;0;11;0;20;2;2448131361689;LABORATORIAL;V1.34
MAmb;12;30;14;0;20;2;2448131361689;PROBLEMS;V1.34
PEst2335179;14;0;15;30;35;2;2448131361689;PROBLEMS;V1.34
PA2225179;10;0;12;0;31;2;2448131361692;LABORATORIAL;V1.40
PArq_IV25179;8;0;10;0;36;2;2448131361693;SEMINARY;V1.35
DT25179;14;30;17;0;28;2;2448131361694;LABORATORIAL;V1.39
PFina25179;8;0;12;0;25;2;2448131361694;LABORATORIAL;V1.39
PA2225179;10;0;12;0;16;2;2448131361696;LABORATORIAL;V1.38
PFina25179;12;0;13;0;22;2;2448131361696;SEMINARY;V1.38
DT25179;15;0;17;0;26;2;2448131361697;LABORATORIAL;V1.37
FPT-PRU;8;0;11;0;23;2;2448131361712;PROBLEMS;V1.20.1
GD25179;14;30;17;30;26;2;2448131361712;PROBLEMS;V1.20.1
FPT-PRU;9;30;12;30;26;2;2448131361714;PROBLEMS;V1.13
AC25179;8;0;9;30;43;2;2448131361715;PROBLEMS;V1.12
EO525179;9;30;10;30;18;2;2448131361715;PROBLEMS;V1.12
EO625179;15;30;16;30;11;2;2448131361715;PROBLEMS;V1.12
MComp25179;11;30;12;0;44;2;2448131361715;LABORATORIAL;V1.12
RM25179;12;0;13;30;25;2;2448131361715;PROBLEMS;V1.12
TCE25179;14;0;15;30;17;2;2448131361715;TEORICA;V1.12
VRui25179;17;30;18;30;39;2;2448131361715;PROBLEMS;V1.12
CDI2029179;13;0;14;30;34;2;2448131361716;PROBLEMS;V1.11
EMM25179;9;0;10;30;7;2;2448131361716;TEORICA;V1.11
ERen25179;14;30;16;0;24;2;2448131361716;PROBLEMS;V1.11
Fis25179;11;0;12;0;26;2;2448131361716;PROBLEMS;V1.11
IEMec25179;16;0;17;30;19;2;2448131361716;PROBLEMS;V1.11
CMM25179;14;0;15;0;39;2;2448131361717;PROBLEMS;V1.10
DMG;9;0;10;0;28;2;2448131361717;LABORATORIAL;V1.10
EEF;15;0;17;0;10;2;2448131361717;TEORICA;V1.10
MAS35179;11;0;12;30;8;2;2448131361717;TEORICA;V1.10
MF225179;17;30;18;30;64;2;2448131361717;PROBLEMS;V1.10
OUET;10;0;11;0;20;2;2448131361717;PROBLEMS;V1.10
Edi25179;14;0;15;30;36;2;2448131361719;PROBLEMS;V1.05
EMM25179;10;30;12;0;47;2;2448131361719;TEORICA;V1.05
E-MSF;14;30;16;30;0;2;2448131361720;PROBLEMS;V1.04
GF25179;17;0;18;30;11;2;2448131361721;PROBLEMS;V1.03
FPT-PRU;8;0;11;0;23;2;2448131361728;PROBLEMS;V1.20.3
PCA25179;14;0;16;0;24;2;2448131361728;LABORATORIAL;V1.20.3
AL1525179;17;0;18;30;36;2;2448131361729;PROBLEMS;V1.17
FM25179;14;30;16;0;18;2;2448131361729;PROBLEMS;V1.17
H225179;9;30;11;0;35;2;2448131361729;PROBLEMS;V1.17
MEle25179;8;0;9;0;26;2;2448131361729;PROBLEMS;V1.17
TCE25179;12;30;14;0;20;2;2448131361729;PROBLEMS;V1.17
TMC25179;11;0;12;30;22;2;2448131361729;TEORICA;V1.17
Arq25179;9;0;12;0;31;2;2448131361730;PROBLEMS;V1.16
CMQ25179;17;0;19;0;30;2;2448131361730;TEORICA;V1.16
FMC25179;15;0;17;0;30;2;2448131361730;TEORICA;V1.16
Q325179;13;0;14;30;35;2;2448131361730;PROBLEMS;V1.16
CDI3025179;14;30;16;0;34;2;2448131361731;PROBLEMS;V1.15
EAmbi;12;30;14;30;24;2;2448131361731;TEORICA;V1.15
PEQB45179;11;0;12;30;16;2;2448131361731;PROBLEMS;V1.15
Sat25179;16;0;17;30;43;2;2448131361731;PROBLEMS;V1.15
T225179;10;0;10;30;40;2;2448131361731;LABORATORIAL;V1.15
T225179;9;0;10;0;37;2;2448131361731;PROBLEMS;V1.15
EMet25179;14;0;15;30;41;2;2448131361732;PROBLEMS;V1.14
Mec25179;15;30;17;0;28;2;2448131361732;PROBLEMS;V1.14
RM25179;8;0;9;30;15;2;2448131361732;PROBLEMS;V1.14
TA25179;10;30;12;30;28;2;2448131361732;TEORICA;V1.14
TCE25179;17;0;18;30;35;2;2448131361732;PROBLEMS;V1.14
CDI3025179;18;30;20;0;34;2;2448131361733;PROBLEMS;V1.09
EMat;16;0;18;0;17;2;2448131361733;TEORICA;V1.09
Pon25179;9;0;10;30;28;2;2448131361733;PROBLEMS;V1.09
Pro55179;11;0;12;30;37;2;2448131361733;PROBLEMS;V1.09
TP25179;13;0;15;0;5;2;2448131361733;TEORICA;V1.09
FT325179;16;0;17;30;17;2;2448131361734;TEORICA;V1.08
GQ25179;14;0;16;0;10;2;2448131361734;TEORICA;V1.08
GTD25179;12;30;14;0;34;2;2448131361734;PROBLEMS;V1.08
MC235179;8;0;9;30;11;2;2448131361734;TEORICA;V1.08
RM25179;11;0;12;30;28;2;2448131361734;PROBLEMS;V1.08
SD45179;18;0;19;30;35;2;2448131361734;PROBLEMS;V1.08
TFP25179;9;30;11;0;16;2;2448131361734;TEORICA;V1.08
EB225179;17;0;18;30;36;2;2448131361735;PROBLEMS;V1.07
FCon25179;11;0;14;0;30;2;2448131361735;PROBLEMS;V1.07
PCC;15;30;17;0;8;2;2448131361735;PROBLEMS;V1.07
PDG25179;14;0;15;30;14;2;2448131361735;TEORICA;V1.07
CDI2125179;14;30;16;0;31;2;2448131361736;PROBLEMS;V1.06
CMM25179;13;0;14;0;35;2;2448131361736;PROBLEMS;V1.06
CMM25179;12;0;13;0;42;2;2448131361736;PROBLEMS;V1.06
EMet25179;17;0;18;30;35;2;2448131361736;PROBLEMS;V1.06
EO225179;10;30;11;30;45;2;2448131361736;PROBLEMS;V1.06
MQ225179;8;30;10;0;80;2;2448131361736;PROBLEMS;V1.06
Bio-BC;12;30;14;0;75;2;2448131362251;TEORICA;C01
GPro25179;16;30;18;0;37;2;2448131362251;PROBLEMS;C01
MC235179;10;30;12;0;12;2;2448131362251;TEORICA;C01
Microc25179;14;0;15;0;12;2;2448131362251;TEORICA;C01
T225179;10;0;10;30;28;2;2448131362251;LABORATORIAL;C01
T225179;9;0;10;0;37;2;2448131362251;PROBLEMS;C01
ACED1235179;8;0;9;30;51;2;2448131362317;PROBLEMS;C9
CDI2525179;16;0;17;30;33;2;2448131362317;PROBLEMS;C9
CDI3325179;13;0;14;30;44;2;2448131362317;PROBLEMS;C9
Topo25179;9;30;11;0;42;2;2448131362317;PROBLEMS;C9
TQui45179;11;0;12;30;21;2;2448131362317;PROBLEMS;C9
AL1525179;16;0;17;0;88;2;2448131362333;TEORICA;GA2
CP225179;14;30;16;0;116;2;2448131362333;TEORICA;GA2
EEner25179;11;0;12;30;53;2;2448131362333;TEORICA;GA2
EPla25179;19;0;20;30;23;2;2448131362333;TEORICA;GA2
OA25179;9;30;11;0;100;2;2448131362333;TEORICA;GA2
T225179;13;0;14;30;137;2;2448131362333;TEORICA;GA2
ACED1245179;12;0;13;0;127;2;2448131362371;TEORICA;GA1
AL1735179;8;0;9;0;128;2;2448131362371;TEORICA;GA1
CDI825179;14;30;15;30;108;2;2448131362371;TEORICA;GA1
Ges55179;15;30;16;30;107;2;2448131362371;TEORICA;GA1
Qui45179;13;0;14;30;100;2;2448131362371;TEORICA;GA1
Qui45179;16;30;18;0;75;2;2448131362371;TEORICA;GA1
TQui45179;9;30;11;0;72;2;2448131362371;TEORICA;GA1
ACED1425179;12;30;13;30;143;2;2448131362372;TEORICA;GA3
AL1625179;14;30;15;30;122;2;2448131362372;TEORICA;GA3
AL1625179;15;30;16;30;115;2;2448131362372;TEORICA;GA3
CDI3425179;9;0;10;0;129;2;2448131362372;TEORICA;GA3
CGra45179;11;0;12;30;80;2;2448131362372;TEORICA;GA3
DMG;8;0;9;0;66;2;2448131362372;LABORATORIAL;GA3
DMG;10;0;11;0;67;2;2448131362372;LABORATORIAL;GA3
Ges55179;17;0;18;0;118;2;2448131362372;TEORICA;GA3
ISis25179;8;30;9;30;39;2;2448131362439;PROBLEMS;C13
MC235179;10;30;12;0;7;2;2448131362439;TEORICA;C13
Qui525179;13;0;14;0;19;2;2448131362439;PROBLEMS;C13
T225179;18;30;19;0;36;2;2448131362439;LABORATORIAL;C13
T225179;17;30;18;30;37;2;2448131362439;PROBLEMS;C13
TEN;16;0;17;30;6;2;2448131362439;PROBLEMS;C13
Hidroe25179;11;30;13;0;16;2;2448131362440;PROBLEMS;C12
IEMec25179;10;0;11;30;22;2;2448131362440;PROBLEMS;C12
PExt179;13;0;14;30;15;2;2448131362440;TEORICA;C12
TMP-I;8;0;9;30;30;2;2448131362440;TEORICA;C12
CEQ25179;9;30;11;0;0;2;2448131362449;TEORICA;C11
DHN25179;11;0;12;30;30;2;2448131362449;TEORICA;C11
GPro25179;14;30;16;30;78;2;2448131362449;TEORICA;C11
MO65179;16;30;17;30;17;2;2448131362449;PROBLEMS;C11
NMC;17;30;19;0;18;2;2448131362449;PROBLEMS;C11
Topo25179;8;0;9;30;44;2;2448131362449;TEORICA;C11
TPF25179;13;0;14;30;76;2;2448131362449;TEORICA;C11
FMS;13;0;14;30;5;2;2448131362450;TEORICA;C10
ISCP179;11;0;12;30;19;2;2448131362450;TEORICA;C10
MEstru25179;9;0;9;30;33;2;2448131362450;LABORATORIAL;C10
MEstru25179;8;0;9;0;43;2;2448131362450;PROBLEMS;C10
PFot25179;15;0;17;0;14;2;2448131362450;TEORICA;C10
SSM25179;17;30;18;30;15;2;2448131362450;PROBLEMS;C10
TMP-I;9;30;11;0;30;2;2448131362450;PROBLEMS;C10
AL1735179;9;0;10;0;83;2;2448131362493;TEORICA;GA4
CDI3325179;15;30;16;30;125;2;2448131362493;TEORICA;GA4
FTel25179;12;30;14;0;97;2;2448131362493;TEORICA;GA4
MA125179;11;0;12;0;135;2;2448131362493;TEORICA;GA4
PEst65179;14;0;15;30;223;2;2448131362493;TEORICA;GA4
CDI3425179;13;0;14;0;81;2;2448131362494;TEORICA;GA5
EO625179;15;30;17;0;119;2;2448131362494;TEORICA;GA5
EO625179;17;0;18;30;50;2;2448131362494;TEORICA;GA5
Fis25179;10;0;11;0;59;2;2448131362494;TEORICA;GA5
TMF25179;11;0;12;30;77;2;2448131362494;TEORICA;GA5
EBI25179;10;30;12;0;79;2;2448131362613;TEORICA;QA02.1
GPO25179;8;30;10;30;156;2;2448131362613;TEORICA;QA02.1
MF225179;14;30;16;0;150;2;2448131362613;TEORICA;QA02.1
SSM25179;13;0;14;30;125;2;2448131362613;TEORICA;QA02.1
SSM25179;14;30;16;0;80;2;2448131362613;TEORICA;QA02.1
T225179;16;0;17;30;134;2;2448131362613;TEORICA;QA02.1
CP325179;14;0;15;30;99;2;2448131362614;TEORICA;QA02.2
EQBS225179;13;0;14;0;95;2;2448131362614;TEORICA;QA02.2
MA25179;11;0;12;0;111;2;2448131362614;TEORICA;QA02.2
PEQB325179;9;30;11;0;53;2;2448131362614;PROBLEMS;QA02.2
Q25179;15;30;17;0;93;2;2448131362614;TEORICA;QA02.2
ACED1325179;12;0;13;0;148;2;2448131362615;TEORICA;QA02.3
FT35179;13;0;14;30;82;2;2448131362615;TEORICA;QA02.3
MEng25179;9;30;11;0;110;2;2448131362615;TEORICA;QA02.3
QO425179;8;0;9;30;76;2;2448131362615;PROBLEMS;QA02.3
Qui325179;14;30;16;0;104;2;2448131362615;TEORICA;QA02.3
ACED425179;14;30;15;30;224;2;2448131362616;TEORICA;QA02.4
CDI2125179;12;0;13;0;90;2;2448131362616;TEORICA;QA02.4
FT45179;13;0;14;30;105;2;2448131362616;TEORICA;QA02.4
MA125179;9;30;10;30;79;2;2448131362616;TEORICA;QA02.4
MEng25179;8;0;9;30;53;2;2448131362616;TEORICA;QA02.4
N325179;16;0;18;0;37;2;2448131362616;TEORICA;QA02.4
Bioc25179;14;0;15;30;20;2;2448131362719;TEORICA;QA1.1
BMol;10;30;12;0;66;2;2448131362719;TEORICA;QA1.1
CEQ25179;18;0;21;0;0;2;2448131362719;TEORICA;QA1.1
CP325179;15;30;17;0;68;2;2448131362719;TEORICA;QA1.1
EITT325179;12;30;14;0;24;2;2448131362719;TEORICA;QA1.1
QQ25179;8;0;10;0;4;2;2448131362719;TEORICA;QA1.1
FI225179;17;30;19;0;17;2;2448131362720;TEORICA;QA1.2
G45179;9;0;11;0;29;2;2448131362720;TEORICA;QA1.2
IEBio5179;14;30;15;30;71;2;2448131362720;TEORICA;QA1.2
PEQB45179;11;0;12;30;35;2;2448131362720;PROBLEMS;QA1.2
SSB5179;15;30;17;0;46;2;2448131362720;TEORICA;QA1.2
CP325179;15;30;17;0;70;2;2448131362721;TEORICA;QA1.3
ER225179;10;30;12;0;81;2;2448131362721;TEORICA;QA1.3
GPE179;14;0;15;30;100;2;2448131362721;TEORICA;QA1.3
MMCel35179;8;30;10;30;55;2;2448131362721;TEORICA;QA1.3
PCA25179;12;0;13;0;56;2;2448131362721;TEORICA;QA1.3
ER25179;16;0;17;30;44;2;2448131362722;PROBLEMS;QA1.4
MComp25179;9;0;10;30;48;2;2448131362722;TEORICA;QA1.4
OESM225179;11;0;13;0;22;2;2448131362722;TEORICA;QA1.4
Qui525179;14;0;15;30;60;2;2448131362722;TEORICA;QA1.4
CDI725179;13;0;14;30;37;2;2448131362738;PROBLEMS;Q4.2
PEQB325179;8;0;9;30;60;2;2448131362738;PROBLEMS;Q4.2
PEst2445179;10;0;11;30;17;2;2448131362738;PROBLEMS;Q4.2
TEQ25339;14;30;16;0;36;2;2448131362738;PROBLEMS;Q4.2
EO425179;10;30;11;30;31;2;2448131362742;PROBLEMS;Q4.6
ER25179;16;30;18;0;40;2;2448131362742;PROBLEMS;Q4.6
OUET;8;0;10;0;20;2;2448131362742;TEORICA;Q4.6
QCom25179;12;0;14;0;4;2;2448131362742;TEORICA;Q4.6
QCom25179;12;0;14;0;4;2;2448131362742;TEORICA;Q4.6
FCQ25179;8;0;10;0;19;2;2448131362743;TEORICA;Q4.7
GDif25179;13;0;15;0;2;2;2448131362743;TEORICA;Q4.7
LEB25179;15;30;16;30;14;2;2448131362743;LABORATORIAL;Q4.7
QF225179;10;0;12;0;13;2;2448131362743;TEORICA;Q4.7
T225179;18;30;19;0;35;2;2448131362743;LABORATORIAL;Q4.7
T225179;17;30;18;30;36;2;2448131362743;PROBLEMS;Q4.7
CAE;8;0;9;30;25;2;2448131362744;PROBLEMS;Q4.1
CEQ25179;21;0;22;0;0;2;2448131362744;PROBLEMS;Q4.1
EBI25179;12;0;13;30;39;2;2448131362744;PROBLEMS;Q4.1
PS45179;16;0;17;30;31;2;2448131362744;PROBLEMS;Q4.1
QMC25179;14;0;16;0;8;2;2448131362744;TEORICA;Q4.1
AC25179;14;0;15;30;45;2;2448131362947;PROBLEMS;E4
EO55179;11;0;12;0;5;2;2448131362947;PROBLEMS;E4
ETeo25179;15;30;16;30;42;2;2448131362947;PROBLEMS;E4
FEE25179;8;0;10;0;43;2;2448131362947;PROBLEMS;E4
FTel25179;18;0;20;0;50;2;2448131362947;PROBLEMS;E4
Pro55179;12;30;14;0;22;2;2448131362947;PROBLEMS;E4
SD45179;16;30;18;0;34;2;2448131362947;PROBLEMS;E4
AED25179;8;30;9;30;37;2;2448131362948;PROBLEMS;E3
CCD25179;17;0;18;30;45;2;2448131362948;PROBLEMS;E3
Ges55179;13;0;14;30;40;2;2448131362948;PROBLEMS;E3
GTA179;9;30;11;0;35;2;2448131362948;PROBLEMS;E3
LN35179;15;30;17;0;57;2;2448131362948;TEORICA;E3
SCSA5179;11;0;12;30;4;2;2448131362948;TEORICA;E3
CMM25179;12;0;13;0;42;2;2448131362951;PROBLEMS;E2
CMM25179;12;0;13;0;42;2;2448131362951;PROBLEMS;E2
EMEne25179;17;0;18;30;36;2;2448131362951;PROBLEMS;E2
GPE179;18;30;20;0;25;2;2448131362951;PROBLEMS;E2
PCC;13;30;15;0;17;2;2448131362951;PROBLEMS;E2
PN25179;10;30;12;0;15;2;2448131362951;TEORICA;E2
Pro55179;15;30;17;0;38;2;2448131362951;PROBLEMS;E2
CAV179;14;0;15;30;0;2;2448131362952;PROBLEMS;E1
EITT25179;12;30;14;0;42;2;2448131362952;PROBLEMS;E1
EO55179;11;0;12;0;19;2;2448131362952;PROBLEMS;E1
LFAOFR25179;9;0;11;0;50;2;2448131362952;TEORICA;E1
VER;16;0;18;0;31;2;2448131362952;TEORICA;E1
ADRC25179;15;30;17;0;26;2;2448131362971;TEORICA;EA1
ASof5179;12;30;14;0;54;2;2448131362971;TEORICA;EA1
FEle25179;10;0;11;30;91;2;2448131362971;TEORICA;EA1
FTel25179;14;0;15;30;115;2;2448131362971;TEORICA;EA1
SS25179;17;0;18;30;84;2;2448131362971;PROBLEMS;EA1
AC25179;9;30;11;0;122;2;2448131362979;TEORICA;EA2
AC25179;11;0;12;30;123;2;2448131362979;TEORICA;EA2
CDI2925179;12;30;13;30;81;2;2448131362979;TEORICA;EA2
E225179;14;0;15;30;116;2;2448131362979;TEORICA;EA2
E225179;15;30;17;0;81;2;2448131362979;TEORICA;EA2
RSI25179;17;0;18;30;78;2;2448131362979;TEORICA;EA2
CCD25179;15;30;17;0;89;2;2448131362989;TEORICA;EA3
GTA179;12;30;14;0;35;2;2448131362989;TEORICA;EA3
MC45179;9;30;11;0;71;2;2448131362989;TEORICA;EA3
MC45179;11;0;12;30;69;2;2448131362989;TEORICA;EA3
Micro25179;8;0;9;30;30;2;2448131362989;TEORICA;EA3
ACED1625179;12;30;13;30;137;2;2448131362990;TEORICA;EA4
CAV179;9;30;11;0;53;2;2448131362990;TEORICA;EA4
EEco75179;8;0;9;30;14;2;2448131362990;TEORICA;EA4
EMEne25179;15;30;17;0;39;2;2448131362990;TEORICA;EA4
SAA25179;14;0;15;30;22;2;2448131362990;TEORICA;EA4
STVR25179;11;0;12;30;86;2;2448131362990;TEORICA;EA4
ACED1425179;11;0;12;30;51;2;2448131363027;PROBLEMS;E8
AED25179;10;0;11;0;42;2;2448131363027;PROBLEMS;E8
CMM25179;13;0;14;0;35;2;2448131363027;PROBLEMS;E8
CMM25179;13;0;14;0;35;2;2448131363027;PROBLEMS;E8
GPI5179;8;0;9;30;14;2;2448131363027;LABORATORIAL;E8
Hidr;14;0;17;0;21;2;2448131363027;TEORICA;E8
FTP25179;13;0;15;0;62;2;2448131363231;TEORICA;Q01
MC235179;9;0;10;30;35;2;2448131363231;TEORICA;Q01
PAer25179;16;0;18;0;39;2;2448131363231;LABORATORIAL;Q01
PAer25179;15;0;16;0;77;2;2448131363231;TEORICA;Q01
TEM25179;11;0;12;0;38;2;2448131363231;PROBLEMS;Q01
ACED1235179;12;0;13;0;192;2;2448131363245;TEORICA;QA
AL1745179;10;0;11;0;161;2;2448131363245;TEORICA;QA
CDI725179;9;0;10;0;160;2;2448131363245;TEORICA;QA
MF225179;14;30;16;0;150;2;2448131363245;TEORICA;QA
MF225179;16;0;17;30;128;2;2448131363245;TEORICA;QA
Qui325179;13;0;14;30;115;2;2448131363245;TEORICA;QA
SSM25179;14;30;16;0;80;2;2448131363245;TEORICA;QA
AC25179;11;0;12;30;6;2;2448131363432;TEORICA;PA2
QO325179;14;0;15;30;45;2;2448131363432;PROBLEMS;PA2
CDI3325179;14;30;15;30;116;2;2448131363437;TEORICA;PA1
E25179;12;30;14;0;54;2;2448131363437;TEORICA;PA1
RC45179;9;30;11;0;96;2;2448131363437;TEORICA;PA1
RC45179;11;0;12;30;120;2;2448131363437;TEORICA;PA1
RM-I;15;30;17;0;116;2;2448131363437;TEORICA;PA1
DMG;11;0;12;30;23;2;2448131363469;LABORATORIAL;P1
LVM179;9;0;11;0;13;2;2448131363469;TEORICA;P1
LVM179;9;0;11;0;13;2;2448131363469;TEORICA;P1
TDM25179;15;0;17;0;5;2;2448131363469;TEORICA;P1
DBHA;17;0;19;0;0;2;2448131363482;TEORICA;P9
FICQ9;11;0;13;0;3;2;2448131363482;PROBLEMS;P9
AC225179;11;0;13;0;6;2;2448131363483;TEORICA;P8
GR25179;16;0;18;0;12;2;2448131363483;TEORICA;P8
SEne;8;0;10;0;14;2;2448131363483;TEORICA;P8
AL425179;12;30;14;0;41;2;2448131363498;PROBLEMS;P12
CDI825179;15;30;17;0;30;2;2448131363498;PROBLEMS;P12
FC25179;14;0;15;0;57;2;2448131363498;TEORICA;P12
PAer25179;9;30;12;0;39;2;2448131363498;LABORATORIAL;P12
LVM179;9;0;11;0;13;2;2448131363500;TEORICA;P13
LVM179;9;0;11;0;13;2;2448131363500;TEORICA;P13
SSB5179;17;0;18;30;24;2;2448131363500;LABORATORIAL;P13
CCU35179;11;0;12;30;20;2;2448131363640;LABORATORIAL;F8
EO425179;8;0;9;0;33;2;2448131363640;PROBLEMS;F8
